131 67
-1.21795e-05 -2.3166e-05 -3.10332e-05 -3.55287e-05 -3.79714e-05 -3.67257e-05 -3.22655e-05 -2.73895e-05 -2.30089e-05 -2.15035e-05 -2.17131e-05 -2.66629e-05 -3.33286e-05 -4.32668e-05 -5.62233e-05 -6.87359e-05 -8.04313e-05 -8.69073e-05 -8.94045e-05 -8.39352e-05 -6.72164e-05 -4.14451e-05 -3.13288e-06 4.78027e-05 0.000115751 0.000197815 0.000301147 0.000426422 0.000582099 0.000779537 0.00103577 0.00137682 0.00155495 0.00155582 0.00140257 0.00112909 0.000777411 0.000394715 3.37025e-05 -0.000257231 -0.000440784 -0.000484207 -0.000398627 -0.000222059 -7.90763e-06 0.000169527 0.000259094 0.000243083 0.000224755 0.000205482 0.000185911 0.000169078 0.000154281 0.000142949 0.000135677 0.000130863 0.000129963 0.000130364 0.0001309 0.000130501 0.000126628 0.00012048 0.00010959 9.4536e-05 7.45349e-05 5.2001e-05 2.6561e-05 
-2.21047e-05 -4.23047e-05 -5.7012e-05 -6.56125e-05 -6.87522e-05 -6.58562e-05 -5.89199e-05 -5.01583e-05 -4.22691e-05 -3.58845e-05 -3.52808e-05 -3.98626e-05 -4.93356e-05 -6.39227e-05 -8.2194e-05 -0.000100706 -0.000116579 -0.000125796 -0.00012443 -0.000108835 -7.59217e-05 -2.50714e-05 4.56969e-05 0.000136639 0.000250025 0.00038747 0.000548453 0.000740135 0.000964965 0.00123642 0.00157405 0.00200115 0.00214784 0.00201841 0.00167782 0.0012055 0.000686025 0.000191649 -0.000204779 -0.000459091 -0.000540183 -0.000432865 -0.000173896 0.000175771 0.000529668 0.00077931 0.000861135 0.000742053 0.000641434 0.00055462 0.000480466 0.000416025 0.000363041 0.000321187 0.000290184 0.000267232 0.000253043 0.000244577 0.000239501 0.000233346 0.000223851 0.00021112 0.000191634 0.00016433 0.000130529 8.99088e-05 4.56223e-05 
-2.87235e-05 -5.40976e-05 -7.29223e-05 -8.4798e-05 -8.72046e-05 -8.35744e-05 -7.30759e-05 -5.93515e-05 -4.75239e-05 -3.66686e-05 -3.29193e-05 -3.56441e-05 -4.41672e-05 -5.88454e-05 -7.65076e-05 -9.47433e-05 -0.000110137 -0.000117061 -0.000109576 -8.53902e-05 -4.21878e-05 1.97791e-05 0.000100485 0.000199565 0.000312495 0.000439906 0.000573886 0.000712919 0.000853164 0.000989271 0.00111896 0.0012332 0.00109438 0.000749133 0.000304815 -0.000132528 -0.00045992 -0.00063211 -0.000620229 -0.000449042 -0.000143232 0.000252552 0.000684308 0.00109238 0.00141703 0.00158221 0.00155003 0.0013037 0.00110047 0.000931102 0.000788793 0.000666038 0.000562814 0.000478362 0.000412012 0.000360336 0.000323049 0.000297991 0.000280738 0.000267215 0.000253358 0.000236928 0.000215566 0.000185757 0.000148545 0.000102085 5.24099e-05 
-2.98871e-05 -5.72707e-05 -7.67055e-05 -8.68375e-05 -8.81193e-05 -8.04737e-05 -6.64591e-05 -4.95884e-05 -3.32181e-05 -2.04841e-05 -1.32636e-05 -1.51965e-05 -2.35621e-05 -3.73585e-05 -5.65096e-05 -7.51013e-05 -9.1265e-05 -9.91598e-05 -9.44831e-05 -7.72423e-05 -4.40739e-05 1.12158e-06 5.57598e-05 0.000113545 0.000169202 0.000212483 0.000231206 0.000215101 0.000145575 7.18662e-06 -0.000229136 -0.000598065 -0.00101003 -0.00137926 -0.00161975 -0.00164638 -0.00143999 -0.00101941 -0.000450442 0.000169417 0.000753803 0.00122921 0.00156891 0.00177314 0.00184717 0.00181828 0.00168183 0.00144018 0.00123346 0.00105312 0.000892434 0.000747791 0.000619806 0.000508179 0.000415337 0.000339978 0.00028162 0.000240995 0.000213832 0.000196079 0.000183413 0.00017191 0.00015804 0.000139244 0.000113245 8.00303e-05 4.12989e-05 
-2.46716e-05 -4.66104e-05 -6.14672e-05 -6.64891e-05 -6.20925e-05 -5.14524e-05 -3.5524e-05 -1.6311e-05 -4.0434e-08 1.2017e-05 1.51664e-05 1.05556e-05 -3.80733e-06 -2.52754e-05 -5.24754e-05 -8.12087e-05 -0.000108357 -0.000130571 -0.000142699 -0.000149106 -0.000147551 -0.000145469 -0.000147025 -0.000159018 -0.000192851 -0.000258067 -0.000369681 -0.000541045 -0.000787649 -0.00112483 -0.00157294 -0.00215149 -0.00249049 -0.00252935 -0.00225956 -0.00172168 -0.000994587 -0.000192882 0.000567082 0.00117445 0.00155925 0.00170744 0.00165004 0.00147615 0.00126332 0.00108886 0.000982652 0.000935701 0.000867618 0.000782577 0.000685061 0.000578382 0.000469105 0.000362437 0.000265043 0.000180343 0.000112417 6.40495e-05 3.23941e-05 1.67115e-05 1.30916e-05 1.5869e-05 2.10422e-05 2.56301e-05 2.5033e-05 2.01186e-05 1.14539e-05 
-1.34662e-05 -2.36377e-05 -2.82091e-05 -2.48692e-05 -1.4226e-05 1.03652e-06 1.87125e-05 3.39796e-05 4.41583e-05 5.06998e-05 4.01159e-05 2.05091e-05 -8.7293e-06 -4.82044e-05 -9.4087e-05 -0.000142437 -0.000190705 -0.000235406 -0.000275032 -0.000310062 -0.000345861 -0.000387594 -0.000440386 -0.00051066 -0.000608493 -0.000737142 -0.000907977 -0.00112576 -0.00139488 -0.00171492 -0.00208209 -0.00248282 -0.00249301 -0.00213333 -0.0014754 -0.000678509 0.000119891 0.000774595 0.00119461 0.00134003 0.00124089 0.000956914 0.000591412 0.000247615 1.15949e-05 -7.97757e-05 -1.75902e-05 0.000162074 0.000266618 0.00031083 0.000306759 0.000266255 0.000200248 0.000117582 3.0661e-05 -5.20908e-05 -0.00012278 -0.000175912 -0.000208622 -0.00021971 -0.00021418 -0.000194021 -0.000165091 -0.00013094 -9.63596e-05 -6.32919e-05 -3.09988e-05 
2.32332e-06 6.78156e-06 1.57608e-05 3.00081e-05 4.92989e-05 6.60008e-05 8.1525e-05 8.98446e-05 8.83798e-05 7.39198e-05 4.37547e-05 6.75389e-07 -5.34906e-05 -0.000117275 -0.000185976 -0.000255568 -0.000322228 -0.000386441 -0.000442651 -0.00049752 -0.000549828 -0.000607132 -0.000674386 -0.00075366 -0.000848578 -0.00096 -0.00108771 -0.00122613 -0.00137239 -0.00150925 -0.00162585 -0.00169715 -0.00147224 -0.00101375 -0.000427389 0.000128156 0.000539178 0.000720466 0.000650397 0.000379808 -1.40993e-05 -0.000416125 -0.000737868 -0.000917817 -0.000937638 -0.000816653 -0.000606701 -0.000348329 -0.00016636 -5.2725e-05 1.69844e-06 6.65796e-06 -2.71376e-05 -8.97479e-05 -0.000168299 -0.000250323 -0.00032581 -0.000385607 -0.000424388 -0.000437665 -0.000427858 -0.00039637 -0.000347871 -0.000287001 -0.000219211 -0.000147173 -7.45293e-05 
2.05612e-05 4.28462e-05 6.70071e-05 9.13394e-05 0.000114486 0.000132442 0.000141496 0.000136402 0.000114881 7.66893e-05 2.04324e-05 -4.92873e-05 -0.000130456 -0.000215921 -0.00030257 -0.00038372 -0.000455333 -0.000518324 -0.000568954 -0.000614681 -0.000652265 -0.000689479 -0.000723355 -0.000757934 -0.000791522 -0.000820215 -0.0008369 -0.000830682 -0.000790637 -0.000699443 -0.000543269 -0.00029875 -7.99956e-06 0.000274562 0.00047627 0.000552124 0.000479092 0.000261995 -6.17979e-05 -0.00042823 -0.000779773 -0.00104948 -0.00119253 -0.00120216 -0.00109146 -0.000898608 -0.000679002 -0.000464275 -0.000294759 -0.00017617 -0.000109031 -8.8979e-05 -0.000109729 -0.000165047 -0.000242611 -0.000331761 -0.000418157 -0.00049263 -0.000545229 -0.000570774 -0.000566793 -0.00053434 -0.000478276 -0.000401428 -0.000312405 -0.000213156 -0.000107815 
3.9338e-05 7.64679e-05 0.000113045 0.000145528 0.000169594 0.000182853 0.000179664 0.000157728 0.000114145 5.04241e-05 -2.88861e-05 -0.000120642 -0.000218717 -0.000313335 -0.000401023 -0.000474519 -0.000532408 -0.000572269 -0.000594582 -0.000603026 -0.0005997 -0.000587519 -0.000565926 -0.000532166 -0.000485719 -0.000417287 -0.000322703 -0.000188663 -5.77702e-06 0.000240459 0.000561607 0.000971175 0.00120153 0.00122408 0.0010455 0.000721179 0.000324021 -7.58176e-05 -0.000426626 -0.000677082 -0.000834352 -0.000894101 -0.000891335 -0.000839105 -0.000747551 -0.00061606 -0.000468828 -0.000320206 -0.00019613 -0.000103378 -4.64305e-05 -2.83814e-05 -4.87539e-05 -0.000101533 -0.000180814 -0.000275576 -0.000375194 -0.000467325 -0.000541086 -0.000587092 -0.00060209 -0.000582632 -0.000533631 -0.000458175 -0.000361235 -0.000249485 -0.000127678 
5.19234e-05 0.000100488 0.000145335 0.00018029 0.000202647 0.000207908 0.000192163 0.000154074 9.17345e-05 1.04743e-05 -8.5065e-05 -0.000187416 -0.000286647 -0.000374377 -0.000446523 -0.000496161 -0.000521876 -0.000523981 -0.000505494 -0.000468168 -0.000417736 -0.00035454 -0.000281011 -0.000194912 -9.17941e-05 3.25962e-05 0.000182369 0.000364568 0.000582578 0.0008394 0.00113321 0.00145956 0.00153636 0.00136187 0.000979158 0.000484256 -2.90544e-05 -0.000457915 -0.000729317 -0.000826311 -0.000774733 -0.000625026 -0.000454123 -0.000298359 -0.000185868 -0.000108712 -5.50014e-05 -9.29281e-06 4.2863e-05 8.86322e-05 0.000117475 0.000122377 9.95682e-05 4.69457e-05 -3.05903e-05 -0.000125892 -0.000233134 -0.000337616 -0.000430498 -0.00049898 -0.000536846 -0.000540766 -0.000510032 -0.00044914 -0.00036138 -0.000253957 -0.000131672 
